,0
154194,go
154195,up
154196,right
154197,stop
154198,up
154199,off
154200,up
154201,no
154202,down
154203,yes
154204,on
154205,up
154206,right
154207,go
154208,off
154209,up
154210,on
154211,yes
154212,left
154213,right
154214,down
154215,on
154216,right
154217,off
154218,down
154219,right
154220,down
154221,go
154222,right
154223,down
154224,up
154225,off
154226,on
154227,down
154228,right
154229,up
154230,stop
154231,up
154232,on
154233,no
154234,down
154235,right
154236,yes
154237,up
154238,off
154239,on
154240,off
154241,right
154242,yes
154243,stop
154244,stop
154245,on
154246,left
154247,go
154248,down
154249,up
154250,up
154251,down
154252,go
154253,stop
154254,down
154255,yes
154256,no
154257,stop
154258,on
154259,down
154260,on
154261,right
154262,down
154263,stop
154264,down
154265,right
154266,on
154267,right
154268,down
154269,up
154270,go
154271,on
154272,down
154273,left
154274,go
154275,up
154276,on
154277,left
154278,no
154279,on
154280,stop
154281,right
154282,no
154283,off
154284,stop
154285,left
154286,left
154287,on
154288,right
154289,go
154290,on
154291,on
154292,down
154293,stop
154294,right
154295,up
154296,up
154297,stop
154298,stop
154299,left
154300,off
154301,no
154302,right
154303,up
154304,left
154305,left
154306,no
154307,left
154308,go
154309,off
154310,on
154311,up
154312,go
154313,left
154314,down
154315,off
154316,up
154317,off
154318,off
154319,left
154320,stop
154321,left
154322,on
154323,yes
154324,on
154325,off
154326,no
154327,on
154328,right
154329,stop
154330,off
154331,yes
154332,go
154333,up
154334,right
154335,off
154336,up
154337,right
154338,stop
154339,go
154340,down
154341,go
154342,up
154343,off
154344,up
154345,right
154346,left
154347,go
154348,stop
154349,on
154350,up
154351,right
154352,down
154353,stop
154354,go
154355,stop
154356,right
154357,go
154358,on
154359,off
154360,right
154361,right
154362,stop
154363,no
154364,up
154365,up
154366,up
154367,no
154368,on
154369,no
154370,left
154371,no
154372,right
154373,left
154374,yes
154375,yes
154376,no
154377,go
154378,stop
154379,go
154380,off
154381,go
154382,on
154383,go
154384,stop
154385,up
154386,left
154387,yes
154388,right
154389,right
154390,off
154391,yes
154392,yes
154393,left
154394,no
154395,left
154396,on
154397,yes
154398,right
154399,right
154400,right
154401,stop
154402,on
154403,right
154404,down
154405,left
154406,up
154407,yes
154408,up
154409,stop
154410,right
154411,stop
154412,go
154413,go
154414,left
154415,yes
154416,off
154417,left
154418,stop
154419,down
154420,no
154421,go
154422,go
154423,left
154424,up
154425,on
154426,up
154427,right
154428,on
154429,off
154430,on
154431,left
154432,no
154433,stop
154434,stop
154435,off
154436,off
154437,stop
154438,stop
154439,yes
154440,stop
154441,on
154442,right
154443,go
154444,down
154445,stop
154446,stop
154447,go
154448,no
154449,down
154450,yes
154451,on
154452,stop
154453,left
154454,stop
154455,no
154456,left
154457,go
154458,on
154459,off
154460,on
154461,down
154462,stop
154463,go
154464,right
154465,no
154466,left
154467,right
154468,off
154469,go
154470,right
154471,up
154472,stop
154473,up
154474,go
154475,go
154476,right
154477,stop
154478,left
154479,go
154480,stop
154481,right
154482,down
154483,on
154484,stop
154485,off
154486,right
154487,right
154488,down
154489,stop
154490,left
154491,up
154492,up
154493,left
154494,right
154495,yes
154496,down
154497,stop
154498,yes
154499,stop
154500,go
154501,down
154502,on
154503,left
154504,right
154505,down
154506,go
154507,up
154508,on
154509,right
154510,off
154511,go
154512,right
154513,off
154514,stop
154515,stop
154516,on
154517,up
154518,go
154519,down
154520,stop
154521,off
154522,no
154523,right
154524,go
154525,stop
154526,stop
154527,down
154528,stop
154529,up
154530,off
154531,no
154532,go
154533,stop
154534,no
154535,yes
154536,on
154537,go
154538,yes
154539,no
154540,yes
154541,no
154542,down
154543,go
154544,right
154545,right
154546,no
154547,up
154548,off
154549,right
154550,left
154551,yes
154552,up
154553,up
154554,on
154555,off
154556,right
154557,left
154558,stop
154559,up
154560,left
154561,yes
154562,on
154563,up
154564,off
154565,stop
154566,off
154567,on
154568,go
154569,down
154570,no
154571,no
154572,yes
154573,on
154574,yes
154575,stop
154576,go
154577,off
154578,yes
154579,up
154580,on
154581,stop
154582,right
154583,off
154584,no
154585,left
154586,down
154587,left
154588,stop
154589,no
154590,left
154591,right
154592,no
154593,up
154594,no
154595,stop
154596,go
154597,stop
154598,go
154599,up
154600,yes
154601,right
154602,down
154603,right
154604,off
154605,off
154606,stop
154607,off
154608,no
154609,left
154610,on
154611,on
154612,right
154613,no
154614,right
154615,yes
154616,no
154617,right
154618,on
154619,up
154620,left
154621,stop
154622,stop
154623,stop
154624,yes
154625,stop
154626,yes
154627,yes
154628,up
154629,no
154630,on
154631,right
154632,yes
154633,yes
154634,right
154635,right
154636,no
154637,go
154638,yes
154639,yes
154640,down
154641,up
154642,off
154643,down
154644,stop
154645,go
154646,left
154647,left
154648,stop
154649,up
154650,off
154651,down
154652,stop
154653,on
154654,go
154655,on
154656,off
154657,down
154658,on
154659,on
154660,on
154661,off
154662,down
154663,stop
154664,stop
154665,right
154666,no
154667,go
154668,up
154669,go
154670,stop
154671,go
154672,right
154673,stop
154674,left
154675,up
154676,off
154677,no
154678,up
154679,stop
154680,left
154681,up
154682,off
154683,up
154684,no
154685,go
154686,left
154687,right
154688,up
154689,up
154690,down
154691,off
154692,off
154693,right
154694,on
154695,down
154696,no
154697,off
154698,left
154699,on
154700,down
154701,right
154702,off
154703,right
154704,stop
154705,up
154706,yes
154707,down
154708,yes
154709,up
154710,left
154711,up
154712,stop
154713,on
154714,stop
154715,up
154716,no
154717,yes
154718,left
154719,up
154720,left
154721,on
154722,stop
154723,left
154724,on
154725,yes
154726,up
154727,go
154728,left
154729,stop
154730,left
154731,stop
154732,yes
154733,off
154734,stop
154735,stop
154736,left
154737,stop
154738,right
154739,go
154740,go
154741,yes
154742,right
154743,up
154744,up
154745,go
154746,down
154747,on
154748,on
154749,stop
154750,stop
154751,no
154752,go
154753,up
154754,stop
154755,left
154756,no
154757,yes
154758,no
154759,off
154760,stop
154761,up
154762,on
154763,off
154764,left
154765,no
154766,up
154767,left
154768,go
154769,up
154770,on
154771,up
154772,stop
154773,up
154774,up
154775,no
154776,left
154777,right
154778,right
154779,up
154780,off
154781,no
154782,right
154783,right
154784,go
154785,right
154786,right
154787,left
154788,off
154789,stop
154790,on
154791,right
154792,on
154793,no
154794,no
154795,up
154796,yes
154797,yes
154798,left
154799,up
154800,on
154801,up
154802,right
154803,on
154804,down
154805,right
154806,right
154807,on
154808,stop
154809,up
154810,right
154811,on
154812,on
154813,right
154814,on
154815,go
154816,yes
154817,stop
154818,on
154819,up
154820,yes
154821,left
154822,go
154823,up
154824,stop
154825,go
154826,no
154827,go
154828,left
154829,left
154830,yes
154831,on
154832,on
154833,left
154834,no
154835,go
154836,yes
154837,go
154838,left
154839,stop
154840,stop
154841,go
154842,left
154843,on
154844,left
154845,no
154846,no
154847,left
154848,stop
154849,up
154850,go
154851,up
154852,on
154853,stop
154854,up
154855,on
154856,yes
154857,up
154858,yes
154859,stop
154860,down
154861,stop
154862,stop
154863,stop
154864,up
154865,off
154866,down
154867,no
154868,stop
154869,left
154870,down
154871,right
154872,stop
154873,stop
154874,left
154875,go
154876,no
154877,up
154878,right
154879,up
154880,off
154881,up
154882,left
154883,on
154884,on
154885,left
154886,stop
154887,stop
154888,stop
154889,left
154890,off
154891,go
154892,down
154893,go
154894,yes
154895,off
154896,go
154897,on
154898,stop
154899,stop
154900,go
154901,no
154902,go
154903,left
154904,down
154905,left
154906,on
154907,up
154908,on
154909,down
154910,right
154911,left
154912,right
154913,left
154914,right
154915,off
154916,on
154917,down
154918,no
154919,right
154920,left
154921,stop
154922,go
154923,up
154924,stop
154925,yes
154926,off
154927,right
154928,left
154929,up
154930,yes
154931,on
154932,down
154933,up
154934,up
154935,down
154936,down
154937,no
154938,off
154939,down
154940,on
154941,right
154942,down
154943,right
154944,stop
154945,off
154946,right
154947,down
154948,left
154949,right
154950,stop
154951,right
154952,right
154953,down
154954,no
154955,left
154956,on
154957,go
154958,right
154959,on
154960,yes
154961,stop
154962,up
154963,right
154964,off
154965,right
154966,right
154967,yes
154968,left
154969,no
154970,stop
154971,yes
154972,right
154973,stop
154974,stop
154975,up
154976,on
154977,go
154978,yes
154979,left
154980,left
154981,stop
154982,go
154983,stop
154984,no
154985,yes
154986,go
154987,right
154988,go
154989,down
154990,go
154991,up
154992,stop
154993,stop
154994,right
154995,stop
154996,on
154997,no
154998,left
154999,right
155000,left
155001,go
155002,on
155003,left
155004,right
155005,left
155006,go
155007,right
155008,stop
155009,go
155010,on
155011,go
155012,go
155013,stop
155014,go
155015,yes
155016,stop
155017,yes
155018,down
155019,right
155020,off
155021,left
155022,up
155023,stop
155024,go
155025,yes
155026,stop
155027,go
155028,off
155029,right
155030,stop
155031,left
155032,left
155033,up
155034,yes
155035,no
155036,left
155037,up
155038,down
155039,go
155040,stop
155041,yes
155042,stop
155043,yes
155044,yes
155045,yes
155046,on
155047,stop
155048,go
155049,down
155050,go
155051,go
155052,go
155053,up
155054,down
155055,go
155056,on
155057,go
155058,on
155059,right
155060,on
155061,right
155062,on
155063,stop
155064,stop
155065,off
155066,yes
155067,left
155068,go
155069,no
155070,up
155071,stop
155072,stop
155073,up
155074,stop
155075,right
155076,go
155077,right
155078,stop
155079,stop
155080,down
155081,yes
155082,right
155083,yes
155084,left
155085,off
155086,go
155087,go
155088,stop
155089,go
155090,go
155091,go
155092,yes
155093,off
155094,no
155095,yes
155096,go
155097,no
155098,go
155099,up
155100,right
155101,yes
155102,off
155103,off
155104,stop
155105,right
155106,stop
155107,on
155108,up
155109,left
155110,right
155111,right
155112,go
155113,up
155114,down
155115,yes
155116,stop
155117,up
155118,left
155119,off
155120,left
155121,down
155122,yes
155123,down
155124,right
155125,no
155126,on
155127,down
155128,down
155129,right
155130,on
155131,on
155132,down
155133,right
155134,left
155135,on
155136,off
155137,go
155138,up
155139,go
155140,go
155141,yes
155142,up
155143,right
155144,right
155145,on
155146,yes
155147,yes
155148,right
155149,off
155150,go
155151,yes
155152,up
155153,up
155154,off
155155,stop
155156,yes
155157,right
155158,stop
155159,up
155160,right
155161,down
155162,go
155163,yes
155164,right
155165,off
155166,go
155167,on
155168,up
155169,off
155170,down
155171,left
155172,right
155173,stop
155174,yes
155175,down
155176,yes
155177,left
155178,right
155179,on
155180,on
155181,right
155182,up
155183,up
155184,on
155185,up
155186,right
155187,left
155188,off
155189,left
155190,no
155191,down
155192,yes
155193,right
155194,on
155195,down
155196,stop
155197,right
155198,stop
155199,go
155200,down
155201,off
155202,on
155203,on
155204,right
155205,up
155206,up
155207,on
155208,right
155209,go
155210,up
155211,stop
155212,on
155213,on
155214,stop
155215,go
155216,no
155217,yes
155218,right
155219,stop
155220,up
155221,right
155222,no
155223,stop
155224,stop
155225,go
155226,no
155227,yes
155228,left
155229,up
155230,no
155231,left
155232,go
155233,go
155234,on
155235,right
155236,right
155237,stop
155238,stop
155239,on
155240,on
155241,off
155242,up
155243,stop
155244,off
155245,up
155246,no
155247,up
155248,up
155249,right
155250,down
155251,down
155252,right
155253,off
155254,up
155255,left
155256,no
155257,down
155258,go
155259,down
155260,off
155261,on
155262,left
155263,stop
155264,right
155265,no
155266,stop
155267,left
155268,no
155269,up
155270,on
155271,stop
155272,stop
155273,on
155274,no
155275,right
155276,right
155277,up
155278,stop
155279,go
155280,right
155281,right
155282,yes
155283,on
155284,up
155285,go
155286,left
155287,stop
155288,on
155289,up
155290,up
155291,up
155292,right
155293,yes
155294,yes
155295,up
155296,stop
155297,right
155298,go
155299,down
155300,on
155301,no
155302,up
155303,stop
155304,off
155305,no
155306,no
155307,go
155308,stop
155309,up
155310,go
155311,yes
155312,left
155313,right
155314,right
155315,right
155316,no
155317,on
155318,off
155319,yes
155320,off
155321,yes
155322,go
155323,go
155324,go
155325,down
155326,yes
155327,off
155328,no
155329,left
155330,up
155331,stop
155332,up
155333,off
155334,stop
155335,no
155336,stop
155337,yes
155338,on
155339,left
155340,right
155341,no
155342,off
155343,stop
155344,left
155345,up
155346,off
155347,stop
155348,left
155349,no
155350,off
155351,left
155352,stop
155353,go
155354,go
155355,yes
155356,go
155357,yes
155358,stop
155359,no
155360,stop
155361,off
155362,stop
155363,stop
155364,stop
155365,right
155366,off
155367,up
155368,no
155369,off
155370,yes
155371,down
155372,no
155373,left
155374,no
155375,left
155376,stop
155377,down
155378,yes
155379,down
155380,go
155381,go
155382,go
155383,no
155384,up
155385,right
155386,yes
155387,right
155388,go
155389,stop
155390,go
155391,go
155392,right
155393,right
155394,go
155395,yes
155396,yes
155397,go
155398,up
155399,up
155400,down
155401,right
155402,on
155403,go
155404,stop
155405,down
155406,on
155407,right
155408,on
155409,go
155410,up
155411,go
155412,off
155413,off
155414,right
155415,off
155416,stop
155417,down
155418,up
155419,go
155420,yes
155421,on
155422,no
155423,left
155424,down
155425,stop
155426,go
155427,go
155428,yes
155429,on
155430,stop
155431,down
155432,stop
155433,go
155434,no
155435,stop
155436,stop
155437,stop
155438,stop
155439,stop
155440,right
155441,on
155442,yes
155443,off
155444,on
155445,off
155446,right
155447,stop
155448,on
155449,left
155450,right
155451,right
155452,go
155453,left
155454,stop
155455,go
155456,off
155457,stop
155458,no
155459,yes
155460,stop
155461,stop
155462,left
155463,go
155464,off
155465,right
155466,stop
155467,off
155468,right
155469,up
155470,right
155471,go
155472,left
155473,yes
155474,stop
155475,yes
155476,up
155477,off
155478,off
155479,no
155480,go
155481,no
155482,up
155483,right
155484,right
155485,up
155486,right
155487,go
155488,on
155489,stop
155490,go
155491,right
155492,stop
155493,down
155494,right
155495,go
155496,right
155497,yes
155498,off
155499,yes
155500,no
155501,off
155502,go
155503,up
155504,stop
155505,up
155506,down
155507,right
155508,stop
155509,down
155510,left
155511,up
155512,left
155513,off
155514,go
155515,right
155516,on
155517,go
155518,up
155519,off
155520,on
155521,no
155522,on
155523,up
155524,stop
155525,go
155526,up
155527,right
155528,go
155529,up
155530,on
155531,go
155532,down
155533,off
155534,go
155535,right
155536,right
155537,down
155538,off
155539,on
155540,right
155541,stop
155542,yes
155543,go
155544,on
155545,stop
155546,no
155547,right
155548,on
155549,go
155550,right
155551,go
155552,off
155553,up
155554,off
155555,up
155556,on
155557,down
155558,up
155559,right
155560,yes
155561,on
155562,stop
155563,on
155564,off
155565,right
155566,left
155567,stop
155568,yes
155569,off
155570,yes
155571,go
155572,yes
155573,stop
155574,down
155575,up
155576,yes
155577,stop
155578,yes
155579,off
155580,go
155581,off
155582,left
155583,down
155584,right
155585,up
155586,left
155587,stop
155588,yes
155589,right
155590,left
155591,stop
155592,left
155593,stop
155594,right
155595,stop
155596,down
155597,right
155598,go
155599,yes
155600,no
155601,off
155602,up
155603,on
155604,right
155605,up
155606,no
155607,on
155608,go
155609,right
155610,right
155611,yes
155612,stop
155613,left
155614,right
155615,yes
155616,on
155617,on
155618,right
155619,down
155620,left
155621,go
155622,stop
155623,on
155624,on
155625,left
155626,right
155627,on
155628,right
155629,go
155630,left
155631,yes
155632,yes
155633,yes
155634,go
155635,on
155636,on
155637,off
155638,left
155639,off
155640,off
155641,right
155642,left
155643,yes
155644,yes
155645,stop
155646,left
155647,no
155648,down
155649,off
155650,right
155651,stop
155652,left
155653,down
155654,right
155655,yes
155656,stop
155657,right
155658,right
155659,up
155660,stop
155661,go
155662,down
155663,go
155664,go
155665,off
155666,down
155667,right
155668,right
155669,right
155670,go
155671,down
155672,left
155673,down
155674,no
155675,down
155676,off
155677,yes
155678,right
155679,right
155680,right
155681,on
155682,on
155683,left
155684,go
155685,yes
155686,go
155687,on
155688,stop
155689,go
155690,go
155691,go
155692,go
155693,on
155694,up
155695,up
155696,no
155697,stop
155698,down
155699,down
155700,up
155701,on
155702,on
155703,go
155704,up
155705,no
155706,yes
155707,right
155708,on
155709,up
155710,no
155711,on
155712,stop
155713,yes
155714,on
155715,down
155716,left
155717,stop
155718,stop
155719,off
155720,yes
155721,up
155722,right
155723,no
155724,on
155725,right
155726,up
155727,down
155728,on
155729,on
155730,right
155731,down
155732,stop
155733,stop
155734,off
155735,right
155736,go
155737,go
155738,down
155739,go
155740,left
155741,right
155742,go
155743,left
155744,on
155745,up
155746,left
155747,left
155748,down
155749,go
155750,stop
155751,down
155752,off
155753,yes
155754,off
155755,go
155756,up
155757,stop
155758,go
155759,off
155760,no
155761,right
155762,off
155763,left
155764,off
155765,go
155766,go
155767,no
155768,go
155769,yes
155770,yes
155771,up
155772,go
155773,go
155774,no
155775,stop
155776,off
155777,down
155778,on
155779,on
155780,up
155781,right
155782,right
155783,right
155784,left
155785,right
155786,right
155787,go
155788,go
155789,go
155790,stop
155791,stop
155792,up
155793,stop
155794,on
155795,right
155796,down
155797,down
155798,go
155799,on
155800,yes
155801,no
155802,no
155803,left
155804,stop
155805,right
155806,up
155807,stop
155808,off
155809,go
155810,go
155811,off
155812,left
155813,yes
155814,right
155815,up
155816,off
155817,up
155818,go
155819,down
155820,go
155821,stop
155822,down
155823,right
155824,left
155825,right
155826,up
155827,yes
155828,on
155829,up
155830,left
155831,no
155832,yes
155833,right
155834,up
155835,up
155836,off
155837,right
155838,up
155839,stop
155840,yes
155841,right
155842,right
155843,stop
155844,on
155845,up
155846,no
155847,left
155848,off
155849,yes
155850,right
155851,right
155852,right
155853,go
155854,right
155855,right
155856,off
155857,yes
155858,go
155859,up
155860,stop
155861,down
155862,up
155863,left
155864,go
155865,down
155866,left
155867,yes
155868,on
155869,go
155870,go
155871,go
155872,on
155873,off
155874,right
155875,off
155876,go
155877,on
155878,go
155879,right
155880,stop
155881,up
155882,right
155883,on
155884,down
155885,left
155886,off
155887,off
155888,stop
155889,up
155890,left
155891,up
155892,right
155893,go
155894,off
155895,no
155896,on
155897,go
155898,up
155899,go
155900,down
155901,up
155902,no
155903,left
155904,off
155905,right
155906,right
155907,left
155908,yes
155909,left
155910,go
155911,off
155912,go
155913,no
155914,down
155915,down
155916,no
155917,no
155918,on
155919,right
155920,yes
155921,stop
155922,go
155923,yes
155924,no
155925,right
155926,on
155927,no
155928,left
155929,right
155930,right
155931,no
155932,yes
155933,off
155934,go
155935,yes
155936,go
155937,up
155938,up
155939,up
155940,go
155941,on
155942,left
155943,up
155944,down
155945,off
155946,down
155947,on
155948,yes
155949,right
155950,no
155951,right
155952,up
155953,up
155954,up
155955,on
155956,left
155957,go
155958,on
155959,stop
155960,off
155961,on
155962,right
155963,on
155964,up
155965,up
155966,up
155967,down
155968,off
155969,on
155970,off
155971,no
155972,left
155973,stop
155974,up
155975,right
155976,stop
155977,right
155978,up
155979,right
155980,on
155981,stop
155982,left
155983,no
155984,up
155985,yes
155986,no
155987,right
155988,stop
155989,on
155990,yes
155991,off
155992,up
155993,stop
155994,no
155995,right
155996,yes
155997,go
155998,up
155999,down
156000,yes
156001,yes
156002,on
156003,on
156004,stop
156005,on
156006,right
156007,left
156008,go
156009,up
156010,right
156011,stop
156012,up
156013,right
156014,yes
156015,left
156016,left
156017,left
156018,on
156019,stop
156020,right
156021,left
156022,stop
156023,yes
156024,right
156025,stop
156026,off
156027,right
156028,stop
156029,right
156030,down
156031,on
156032,yes
156033,right
156034,right
156035,right
156036,go
156037,left
156038,down
156039,yes
156040,on
156041,right
156042,on
156043,up
156044,up
156045,left
156046,up
156047,down
156048,up
156049,go
156050,on
156051,right
156052,right
156053,yes
156054,yes
156055,right
156056,left
156057,go
156058,right
156059,on
156060,off
156061,off
156062,down
156063,off
156064,up
156065,on
156066,right
156067,yes
156068,right
156069,up
156070,go
156071,stop
156072,stop
156073,stop
156074,yes
156075,go
156076,up
156077,right
156078,up
156079,up
156080,yes
156081,on
156082,off
156083,on
156084,no
156085,left
156086,right
156087,right
156088,yes
156089,right
156090,no
156091,right
156092,on
156093,down
156094,stop
156095,right
156096,stop
156097,stop
156098,stop
156099,no
156100,left
156101,go
156102,stop
156103,off
156104,right
156105,right
156106,yes
156107,up
156108,right
156109,down
156110,go
156111,yes
156112,stop
156113,off
156114,off
156115,no
156116,go
156117,down
156118,left
156119,up
156120,up
156121,stop
156122,on
156123,yes
156124,go
156125,stop
156126,go
156127,left
156128,right
156129,off
156130,no
156131,stop
156132,on
156133,go
156134,no
156135,down
156136,right
156137,left
156138,yes
156139,down
156140,yes
156141,up
156142,right
156143,down
156144,on
156145,go
156146,go
156147,left
156148,up
156149,off
156150,off
156151,stop
156152,no
156153,go
156154,right
156155,yes
156156,no
156157,down
156158,left
156159,yes
156160,down
156161,up
156162,left
156163,right
156164,no
156165,stop
156166,go
156167,right
156168,up
156169,yes
156170,down
156171,stop
156172,down
156173,no
156174,go
156175,stop
156176,no
156177,stop
156178,up
156179,right
156180,stop
156181,off
156182,left
156183,stop
156184,yes
156185,left
156186,go
156187,yes
156188,left
156189,on
156190,up
156191,right
156192,off
156193,go
156194,right
156195,left
156196,up
156197,down
156198,no
156199,stop
156200,right
156201,yes
156202,yes
156203,right
156204,stop
156205,right
156206,off
156207,up
156208,left
156209,on
156210,go
156211,on
156212,on
156213,up
156214,stop
156215,right
156216,off
156217,left
156218,yes
156219,up
156220,yes
156221,stop
156222,left
156223,up
156224,off
156225,off
156226,off
156227,stop
156228,go
156229,stop
156230,stop
156231,down
156232,stop
156233,go
156234,off
156235,go
156236,go
156237,on
156238,yes
156239,stop
156240,off
156241,yes
156242,off
156243,no
156244,yes
156245,go
156246,yes
156247,off
156248,up
156249,up
156250,stop
156251,stop
156252,go
156253,right
156254,down
156255,yes
156256,stop
156257,left
156258,down
156259,left
156260,up
156261,up
156262,go
156263,left
156264,left
156265,left
156266,on
156267,on
156268,on
156269,go
156270,no
156271,stop
156272,on
156273,stop
156274,right
156275,right
156276,on
156277,left
156278,off
156279,on
156280,go
156281,no
156282,up
156283,down
156284,on
156285,right
156286,right
156287,go
156288,go
156289,right
156290,go
156291,no
156292,stop
156293,stop
156294,no
156295,go
156296,no
156297,off
156298,on
156299,go
156300,go
156301,down
156302,right
156303,right
156304,on
156305,right
156306,up
156307,on
156308,stop
156309,up
156310,up
156311,up
156312,right
156313,no
156314,left
156315,up
156316,up
156317,go
156318,on
156319,yes
156320,stop
156321,up
156322,right
156323,off
156324,up
156325,go
156326,go
156327,off
156328,stop
156329,yes
156330,up
156331,down
156332,go
156333,on
156334,on
156335,down
156336,no
156337,yes
156338,right
156339,right
156340,no
156341,up
156342,right
156343,right
156344,on
156345,down
156346,go
156347,yes
156348,up
156349,stop
156350,on
156351,right
156352,down
156353,off
156354,go
156355,up
156356,right
156357,left
156358,stop
156359,off
156360,right
156361,left
156362,yes
156363,stop
156364,yes
156365,yes
156366,left
156367,down
156368,left
156369,left
156370,stop
156371,up
156372,down
156373,stop
156374,right
156375,stop
156376,no
156377,yes
156378,stop
156379,yes
156380,up
156381,go
156382,yes
156383,yes
156384,on
156385,left
156386,stop
156387,up
156388,on
156389,right
156390,right
156391,on
156392,right
156393,right
156394,yes
156395,right
156396,up
156397,yes
156398,up
156399,off
156400,right
156401,right
156402,no
156403,off
156404,stop
156405,right
156406,on
156407,on
156408,down
156409,stop
156410,down
156411,stop
156412,yes
156413,no
156414,no
156415,up
156416,stop
156417,on
156418,right
156419,stop
156420,left
156421,on
156422,go
156423,stop
156424,up
156425,left
156426,right
156427,go
156428,off
156429,stop
156430,yes
156431,go
156432,down
156433,off
156434,left
156435,left
156436,right
156437,left
156438,on
156439,yes
156440,right
156441,stop
156442,up
156443,on
156444,on
156445,on
156446,go
156447,up
156448,left
156449,stop
156450,stop
156451,down
156452,up
156453,no
156454,up
156455,no
156456,on
156457,right
156458,stop
156459,on
156460,on
156461,down
156462,down
156463,stop
156464,up
156465,stop
156466,right
156467,go
156468,on
156469,no
156470,no
156471,no
156472,go
156473,no
156474,off
156475,off
156476,right
156477,up
156478,down
156479,off
156480,stop
156481,stop
156482,down
156483,on
156484,yes
156485,go
156486,down
156487,down
156488,on
156489,on
156490,yes
156491,stop
156492,left
156493,down
156494,yes
156495,go
156496,left
156497,stop
156498,up
156499,yes
156500,go
156501,on
156502,right
156503,stop
156504,up
156505,right
156506,right
156507,down
156508,down
156509,up
156510,yes
156511,go
156512,off
156513,right
156514,on
156515,left
156516,right
156517,go
156518,stop
156519,up
156520,right
156521,down
156522,right
156523,go
156524,stop
156525,up
156526,go
156527,on
156528,go
156529,up
156530,right
156531,yes
156532,stop
156533,yes
156534,on
156535,yes
156536,on
156537,up
156538,up
156539,stop
156540,stop
156541,yes
156542,on
156543,stop
156544,up
156545,no
156546,right
156547,stop
156548,up
156549,go
156550,stop
156551,go
156552,no
156553,no
156554,right
156555,down
156556,on
156557,on
156558,on
156559,stop
156560,no
156561,on
156562,down
156563,no
156564,stop
156565,yes
156566,right
156567,stop
156568,go
156569,yes
156570,on
156571,go
156572,down
156573,up
156574,yes
156575,off
156576,right
156577,stop
156578,down
156579,on
156580,up
156581,left
156582,no
156583,no
156584,on
156585,up
156586,off
156587,right
156588,left
156589,yes
156590,stop
156591,yes
156592,on
156593,right
156594,on
156595,go
156596,off
156597,right
156598,down
156599,no
156600,left
156601,right
156602,down
156603,on
156604,right
156605,stop
156606,left
156607,right
156608,left
156609,go
156610,up
156611,on
156612,right
156613,stop
156614,off
156615,right
156616,off
156617,on
156618,right
156619,on
156620,stop
156621,down
156622,right
156623,on
156624,on
156625,on
156626,up
156627,right
156628,right
156629,right
156630,right
156631,right
156632,on
156633,yes
156634,stop
156635,right
156636,stop
156637,up
156638,yes
156639,go
156640,down
156641,stop
156642,right
156643,down
156644,left
156645,no
156646,stop
156647,yes
156648,down
156649,left
156650,no
156651,on
156652,on
156653,no
156654,right
156655,yes
156656,down
156657,right
156658,go
156659,left
156660,go
156661,right
156662,right
156663,go
156664,off
156665,right
156666,off
156667,on
156668,yes
156669,right
156670,up
156671,off
156672,up
156673,yes
156674,go
156675,left
156676,left
156677,off
156678,down
156679,stop
156680,up
156681,stop
156682,yes
156683,off
156684,go
156685,on
156686,stop
156687,on
156688,right
156689,yes
156690,on
156691,left
156692,go
156693,down
156694,on
156695,left
156696,right
156697,stop
156698,go
156699,on
156700,stop
156701,stop
156702,on
156703,left
156704,no
156705,down
156706,on
156707,right
156708,left
156709,on
156710,down
156711,up
156712,on
156713,up
156714,up
156715,right
156716,stop
156717,stop
156718,up
156719,stop
156720,on
156721,off
156722,yes
156723,stop
156724,go
156725,on
156726,down
156727,right
156728,off
156729,left
156730,right
156731,stop
156732,on
156733,off
156734,no
156735,go
156736,right
156737,no
156738,yes
156739,up
156740,off
156741,right
156742,right
156743,left
156744,right
156745,down
156746,stop
156747,yes
156748,stop
156749,right
156750,on
156751,right
156752,right
156753,down
156754,go
156755,yes
156756,stop
156757,off
156758,left
156759,on
156760,yes
156761,up
156762,no
156763,down
156764,up
156765,right
156766,no
156767,stop
156768,no
156769,down
156770,yes
156771,no
156772,right
156773,right
156774,up
156775,on
156776,on
156777,right
156778,yes
156779,up
156780,right
156781,go
156782,go
156783,left
156784,on
156785,go
156786,left
156787,left
156788,off
156789,left
156790,yes
156791,yes
156792,up
156793,on
156794,on
156795,stop
156796,yes
156797,go
156798,yes
156799,on
156800,right
156801,down
156802,no
156803,stop
156804,left
156805,down
156806,up
156807,left
156808,yes
156809,on
156810,yes
156811,right
156812,left
156813,right
156814,go
156815,on
156816,on
156817,up
156818,right
156819,off
156820,yes
156821,no
156822,go
156823,go
156824,up
156825,stop
156826,go
156827,on
156828,no
156829,go
156830,up
156831,down
156832,right
156833,off
156834,on
156835,right
156836,yes
156837,right
156838,stop
156839,off
156840,yes
156841,left
156842,right
156843,stop
156844,off
156845,down
156846,right
156847,yes
156848,stop
156849,stop
156850,up
156851,left
156852,go
156853,right
156854,left
156855,right
156856,right
156857,stop
156858,up
156859,yes
156860,up
156861,go
156862,yes
156863,yes
156864,go
156865,go
156866,go
156867,stop
156868,down
156869,on
156870,right
156871,go
156872,up
156873,off
156874,right
